,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
3745,11462389,,,,1.0,3.0,,7.0,1.0,,,1459.0,1459.0,,,,,6037,,1.0,,,,7.0,33961655,-118424391,5491.0,,,,,,0100,261,LAR1,60372766.012,12447.0,3101,276514.0,96026.0,0.0,,,,1.0,,,1947.0,,,137839.0,494888.0,2015,357049.0,6180.81,,,6.0372766012e+13
3746,11462489,,,,2.0,2.0,,1.0,2.0,,,2154.0,2154.0,,,,,6037,,2.0,,,,2.0,33962427,-118425792,5854.0,1.0,,,,1.0,0101,261,LAR1,60372766.012,12447.0,3101,276514.0,96026.0,0.0,,,,1.0,,,1953.0,,,352253.0,987510.0,2015,635257.0,12178.09,,,6.0372766012e+13
3747,11462589,1.0,,,3.0,4.0,,4.0,3.0,,,2685.0,2685.0,,,,,6037,,3.0,,,,2.0,33963195,-118428367,5053.0,,,,,,0100,261,LAR1,60372766.013,12447.0,3101,276514.0,96026.0,0.0,,,,1.0,,,1985.0,,,370158.0,1074161.0,2015,704003.0,13232.81,,,6.0372766013e+13
3748,11462819,1.0,,,2.0,3.0,,7.0,2.0,,,1528.0,1528.0,,,,,6037,,2.0,,,,2.0,33961159,-118424784,5500.0,,,,,,0100,261,LAR1,60372766.012,12447.0,3101,276514.0,96026.0,0.0,,,,1.0,,,1942.0,,,148662.0,489684.0,2015,341022.0,6120.76,,,6.0372766012e+13
3749,11462842,,,,3.0,4.0,,4.0,3.0,,,2858.0,2858.0,,,,,6037,,3.0,,,True,2.0,33960402,-118422506,5370.0,,,1.0,,,0100,261,LAR1,60372766.012,12447.0,3101,276514.0,96026.0,0.0,,,,1.0,,,1999.0,,,332497.0,773696.0,2015,441199.0,9529.45,,,6.0372766012e+13
3750,11462933,,,,3.0,3.0,,7.0,3.0,,,2052.0,2052.0,,,,,6037,,3.0,,,,2.0,33961311,-118420530,5000.0,,,,,,0100,261,LAR1,60372766.012,12447.0,3101,7877.0,96026.0,0.0,,,,1.0,,,1942.0,,,150630.0,753291.0,2015,602661.0,9275.22,,,6.0372766012e+13
3751,11463137,,,,7.0,5.0,,4.0,7.0,,,5102.0,,,5102.0,,,6037,,7.0,,,,,33960738,-118444111,6839.0,,,,,,0300,247,LAR2,60372766.014,12447.0,3101,276514.0,96129.0,0.0,,,,3.0,,,1961.0,,,298926.0,850287.0,2015,551361.0,10694.83,,,6.0372766014e+13
3752,11463160,,,,3.0,4.0,,4.0,3.0,,,2390.0,2390.0,,,,,6037,,3.0,,,,2.0,33960934,-118442769,7499.0,1.0,,,,1.0,0101,261,LAR1,60372766.014,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1957.0,,,51584.0,146828.0,2015,95244.0,1953.43,,,6.0372766014e+13
3753,11463343,,,,2.0,3.0,,1.0,2.0,,,2170.0,2170.0,,,,,6037,,2.0,,,,2.0,33960807,-118438856,7800.0,,,,,,0100,261,LAR1,60372766.014,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1961.0,,,498770.0,1306594.0,2015,807824.0,16063.63,,,6.0372766014e+13
3754,11463494,,,,3.0,3.0,,4.0,3.0,,,2952.0,2952.0,,,,,6037,,3.0,,,,2.0,33961610,-118432291,4999.0,,,,,,0100,261,LAR1,60372766.011,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1985.0,,,145162.0,725829.0,2015,580667.0,16672.96,,,6.0372766011e+13
3755,11463540,,,,3.0,5.0,,4.0,3.0,,,2729.0,2729.0,,,,,6037,,3.0,,,,2.0,33961285,-118434755,5001.0,,,,,,0100,261,LAR1,60372766.011,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1966.0,,,397000.0,1203000.0,2015,806000.0,17009.19,,,6.0372766011e+13
3756,11464058,,,,6.0,3.0,,10.0,6.0,,,2944.0,2944.0,,,,,6037,,6.0,,,,2.0,33957122,-118445215,5999.0,1.0,,,,1.0,0101,261,LAR1,60372781.023,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1954.0,,,768945.0,1254904.0,2015,485959.0,15308.05,,,6.0372781023e+13
3757,11464158,,,,5.0,7.0,,4.0,5.0,,,4792.0,4792.0,,,,,6037,,5.0,,,,7.0,33958599,-118443925,7244.0,,,,,,0100,261,LAR1,60372781.023,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1949.0,,,203621.0,274400.0,2015,70779.0,3669.04,,,6.0372781023e+13
3758,11465042,1.0,,,2.0,2.0,,4.0,2.0,,,1004.0,1004.0,,,,,6037,,2.0,,,,2.0,33958200,-118436000,107005.0,1.0,,,,1.0,010C,266,LAR3,60372766.031,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1986.0,,,134300.0,505000.0,2015,370700.0,6118.44,,,6.0372766031e+13
3759,11465386,,,,2.0,2.0,,4.0,2.0,,,1382.0,1382.0,,,,,6037,,2.0,,,,2.0,33955900,-118440000,67738.0,,,,,,010C,266,LAR3,60372766.032,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1965.0,,,163937.0,408818.0,2015,244881.0,4972.67,,,6.0372766032e+13
3760,11465409,,,,2.0,2.0,,4.0,2.0,,,1013.0,1013.0,,,,,6037,,2.0,,,,2.0,33955300,-118439000,15681.0,,,,,,010E,266,LAR3,60372766.032,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1968.0,,,112400.0,450000.0,2015,337600.0,6167.33,,,6.0372766032e+13
3761,11465532,,,,2.0,2.0,,4.0,2.0,,,1301.0,1301.0,,,,,6037,,2.0,,,,2.0,33954200,-118438000,201933.0,,,,,,010C,266,LAR3,60372766.032,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1981.0,,,142727.0,237872.0,2015,95145.0,2993.41,,,6.0372766032e+13
3762,11465632,,,,2.0,2.0,,4.0,2.0,,,1268.0,1268.0,,,,,6037,,2.0,,,,2.0,33954200,-118438000,201933.0,,,,,,010C,266,LAR3,60372766.032,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1981.0,,,163737.0,272889.0,2015,109152.0,3332.28,,,6.0372766032e+13
3763,11465701,,,,1.0,1.0,,4.0,1.0,,,762.0,762.0,,,,,6037,,1.0,,,,2.0,33956300,-118436000,18033.0,,,,,,010E,266,LAR3,60372766.032,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1971.0,,,80975.0,259082.0,2015,178107.0,3124.22,,,6.0372766032e+13
3764,11465801,1.0,,,2.0,2.0,,4.0,2.0,,,994.0,994.0,,,,,6037,,2.0,,,,2.0,33954400,-118435000,136648.0,,,,,,010C,266,LAR3,60372766.032,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1982.0,,,131000.0,441000.0,2015,310000.0,6219.63,,,6.0372766032e+13
3765,11466184,,,,2.0,2.0,,4.0,2.0,,,1989.0,1989.0,,,,,6037,,2.0,,,,2.0,33953500,-118439000,85344.0,,,,,,010C,266,LAR3,60372766.032,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1981.0,,,163249.0,518147.0,2015,354898.0,6324.95,,,6.0372766032e+13
3766,11466396,1.0,,,1.0,1.0,,4.0,1.0,,,730.0,730.0,,,,,6037,,1.0,,,,2.0,33956000,-118436000,162368.0,1.0,,,,1.0,010C,266,LAR3,60372766.032,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1983.0,,,125229.0,375906.0,2015,250677.0,4630.63,,,6.0372766032e+13
3767,11466496,1.0,,,2.0,2.0,,4.0,2.0,,,1140.0,1140.0,,,,,6037,,2.0,,,,2.0,33957500,-118437000,68445.0,,,,,,010C,266,LAR3,60372766.031,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1983.0,,,265933.0,352666.0,2015,86733.0,4280.48,,,6.0372766031e+13
3768,11466596,1.0,,,2.0,1.0,,4.0,2.0,,,855.0,855.0,,,,,6037,,2.0,,,,2.0,33958100,-118438000,62904.0,,,,,,010C,266,LAR3,60372766.031,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1984.0,,,120000.0,421000.0,2015,301000.0,5711.55,,,6.0372766031e+13
3769,11466696,1.0,,,1.0,1.0,,4.0,1.0,,,703.0,703.0,,,,,6037,,1.0,,,,2.0,33958600,-118435000,96529.0,1.0,,,,1.0,010C,266,LAR3,60372766.031,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1986.0,,,96928.0,223783.0,2015,126855.0,2701.9,,,6.0372766031e+13
3770,11467372,,,,1.0,3.0,,7.0,1.0,,,1040.0,1040.0,,,,,6037,,1.0,,,,7.0,33954631,-118420961,6032.0,,,,,,0100,261,LAR1,60372766.041,12447.0,3101,276514.0,96026.0,0.0,,,,1.0,,,1952.0,,,57292.0,286491.0,2015,229199.0,3659.57,,,6.0372766041e+13
3771,11467472,,,,2.0,2.0,,4.0,2.0,,,1048.0,1048.0,,,,,6037,,2.0,,,,2.0,33956600,-118432000,311644.0,1.0,,,,1.0,010E,266,LAR3,60372766.042,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1971.0,,,66310.0,159787.0,2015,93477.0,1939.24,,,6.0372766042e+13
3772,11467572,,,,1.0,1.0,,4.0,1.0,,,722.0,722.0,,,,,6037,,1.0,,,,2.0,33956600,-118432000,311644.0,1.0,,,,1.0,010E,266,LAR3,60372766.042,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1971.0,,,52000.0,321000.0,2015,269000.0,3960.82,,,6.0372766042e+13
3773,11467672,,,,1.0,1.0,,4.0,1.0,,,612.0,612.0,,,,,6037,,1.0,,,,2.0,33957700,-118432000,311644.0,1.0,,,,1.0,010E,266,LAR3,60372766.042,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1971.0,,,60000.0,300000.0,2015,240000.0,3700.8,,,6.0372766042e+13
3774,11467772,,,,2.0,3.0,,4.0,2.0,,,1228.0,1228.0,,,,,6037,,2.0,,,,2.0,33957700,-118432000,311644.0,1.0,,,,1.0,010E,266,LAR3,60372766.042,12447.0,3101,276514.0,96129.0,0.0,,,,1.0,,,1971.0,,,162404.0,329098.0,2015,166694.0,5451.19,,,6.0372766042e+13
3775,11467856,,,,1.0,3.0,,7.0,1.0,,,1000.0,1000.0,,,,,6037,,1.0,,,,7.0,33958751,-118400712,6633.0,,,,,,0100,261,LAR1,60372780.012,12447.0,3101,7877.0,96026.0,0.0,,,,1.0,,,1944.0,,,105254.0,324878.0,2015,219624.0,4062.98,,,6.0372780012e+13
3776,11468124,,,,1.0,3.0,,7.0,1.0,,,1072.0,1072.0,,,,,6037,,1.0,,,,7.0,33957357,-118406990,5618.0,,,,,,0100,261,LAR1,60372780.012,12447.0,3101,7877.0,96026.0,0.0,,,,1.0,,,1946.0,,,62550.0,131886.0,2015,69336.0,1775.14,,,6.0372780012e+13
3777,11468327,,,,2.0,3.0,,7.0,2.0,,,1688.0,1688.0,,,,,6037,,2.0,,,,7.0,33955133,-118392517,8567.0,,,,,,0100,261,LAR1,60372780.011,12447.0,3101,7877.0,96026.0,0.0,,,,1.0,,,1942.0,,,138326.0,642885.0,2015,504559.0,7949.54,,,6.0372780011e+13
3778,11468929,,,,3.0,5.0,,7.0,3.0,,,2035.0,,,2035.0,,,6037,,3.0,,,,,33960186,-118380483,7538.0,,,,,,0200,246,LAR2,60372771.003,12447.0,3101,7877.0,96026.0,0.0,,,,2.0,,,1948.0,,,125372.0,413736.0,2015,288364.0,5175.48,,,6.0372771003e+13
3779,11469104,,,,1.0,1.0,,4.0,1.0,,,658.0,658.0,,,,,6037,,1.0,,,,2.0,33958200,-118384000,102783.0,,,,,,010E,266,LAR3,60372772.001,12447.0,3101,7877.0,96026.0,0.0,,,,1.0,,,1968.0,,,60096.0,134191.0,2015,74095.0,1619.67,,,6.0372772001e+13
3780,11469204,,,,2.0,3.0,,4.0,2.0,,,1190.0,1190.0,,,,,6037,,2.0,,,,2.0,33958200,-118384000,102783.0,,,,,,010E,266,LAR3,60372772.001,12447.0,3101,7877.0,96026.0,0.0,,,,1.0,,,1968.0,,,104510.0,237237.0,2015,132727.0,2972.54,,,6.0372772001e+13
3781,11470014,,,,2.0,2.0,,7.0,2.0,,,1184.0,1184.0,,,,,6037,,2.0,,,,7.0,33967826,-118373752,5501.0,,,,,,0100,261,LAR1,60372771.001,12447.0,3101,7877.0,96026.0,0.0,,,,1.0,,,1950.0,,,132000.0,660000.0,2015,528000.0,8088.93,,,6.0372771001e+13
3782,11470114,,,,2.0,3.0,,7.0,2.0,,,1591.0,1591.0,,,,,6037,,2.0,,,,7.0,33968000,-118375885,7258.0,,,,,,0100,261,LAR1,60372771.002,12447.0,3101,7877.0,96026.0,0.0,,,,1.0,,,1950.0,,,63629.0,318181.0,2015,254552.0,4007.15,,,6.0372771002e+13
3783,11470214,,,,1.0,3.0,,7.0,1.0,,,1658.0,1658.0,,,,,6037,,1.0,,,,7.0,33965100,-118375635,5556.0,,,,,,0100,261,LAR1,60372771.002,12447.0,3101,7877.0,96026.0,0.0,,,,1.0,,,1950.0,,,42332.0,91474.0,2015,49142.0,1230.16,,,6.0372771002e+13
3784,11470314,,,,1.0,2.0,,7.0,1.0,,,1022.0,1022.0,,,,,6037,,1.0,,,,7.0,33963743,-118376785,5717.0,,,,,,0100,261,LAR1,60372771.002,12447.0,3101,7877.0,96026.0,0.0,,,,1.0,,,1950.0,,,89170.0,445873.0,2015,356703.0,5489.81,,,6.0372771002e+13
3785,11471548,,,,1.0,2.0,,7.0,1.0,,,676.0,676.0,,,,,6037,,1.0,,,,7.0,33924818,-118422525,5008.0,,,,,,0100,261,ESR1YY,60376201.012,55753.0,3101,,96103.0,0.0,,,,1.0,,,1921.0,,,4866.0,45233.0,2015,40367.0,522.09,,,6.0376201012e+13
3786,11471878,,,,3.0,4.0,,4.0,3.0,,,2210.0,2210.0,,,,,6037,,3.0,,,True,2.0,33929382,-118425238,5821.0,,,1.0,,,0104,261,ESR1*,60376201.013,55753.0,3101,,96103.0,0.0,,,,1.0,,,1979.0,,,253740.0,368750.0,2015,115010.0,4221.03,,,6.0376201013e+13
3787,11471947,,,,1.0,2.0,,7.0,1.0,,,888.0,888.0,,,,,6037,,1.0,,,,2.0,33930300,-118427000,87454.0,,,,,,010E,266,ESR3,60376201.013,55753.0,3101,,96103.0,0.0,,,,1.0,,,1966.0,,,158813.0,302257.0,2015,143444.0,3476.79,,,6.0376201013e+13
3788,11472407,,,,2.0,2.0,,4.0,2.0,,,1173.0,1173.0,,,,,6037,,2.0,,,,2.0,33926400,-118416000,26778.0,1.0,,,,1.0,010C,266,ESR3*,60376201.012,55753.0,3101,,96103.0,0.0,,,,1.0,,,1977.0,,,187400.0,332997.0,2015,145597.0,3757.77,,,6.0376201012e+13
3789,11472614,,,,4.0,7.0,,7.0,4.0,,,2552.0,,,2552.0,,,6037,,4.0,,,,,33930295,-118415816,5132.0,,,,,,0300,247,ESR3-C2*,60376201.013,55753.0,3101,,96103.0,0.0,,,,3.0,,,1964.0,,,203606.0,884782.0,2015,681176.0,10144.22,,,6.0376201013e+13
3790,11473226,,,,2.0,4.0,,7.0,2.0,,,1664.0,,,1664.0,,,6037,,2.0,,,,,33922359,-118409481,7099.0,,,,,,0200,246,ESR2YY,60376200.023,55753.0,3101,,96103.0,0.0,,,,2.0,,,1953.0,,,145547.0,645636.0,2015,500089.0,7307.93,,,6.0376200023e+13
3791,11473387,,,,4.0,4.0,,4.0,4.0,,,2994.0,2994.0,,,,,6037,,4.0,,,,2.0,33927222,-118408206,6638.0,,,,,,0100,261,ESR1YY,60376200.013,55753.0,3101,,96103.0,0.0,,,,1.0,,,1954.0,,,362373.0,1181306.0,2015,818933.0,13375.29,,,6.0376200013e+13
3792,11473825,,,,2.0,3.0,,7.0,2.0,,,1784.0,1784.0,,,,,6037,,2.0,,,,7.0,33929647,-118404227,6027.0,,,,,,0100,261,ESR1YY,60376200.013,55753.0,3101,,96103.0,0.0,,,,1.0,,,1952.0,,,138132.0,690685.0,2015,552553.0,7893.58,,,6.0376200013e+13
3793,11474221,,,,2.0,3.0,,4.0,2.0,,,1360.0,1360.0,,,,,6037,,2.0,,,,2.0,33983400,-118384000,26467.0,1.0,,,,1.0,010C,266,CCR3*,60377030.012,51617.0,3101,,96095.0,0.0,,,,1.0,,,1967.0,,,158300.0,458990.0,2015,300690.0,5554.09,,,6.0377030012e+13
3794,11474321,,,,2.0,2.0,,4.0,2.0,,,950.0,950.0,,,,,6037,,2.0,,,,2.0,33982800,-118384000,19329.0,1.0,,,,1.0,010E,266,,60377030.012,51617.0,3101,762186.0,96095.0,0.0,,,,1.0,,,1967.0,,,79707.0,119554.0,2015,39847.0,1727.05,,,6.0377030012e+13
3795,11474421,,,,2.0,2.0,,4.0,2.0,,,1075.0,1075.0,,,,,6037,,2.0,,,,7.0,33984867,-118382113,59474.0,1.0,,,,1.0,010E,266,CCR3*,60377030.0131,51617.0,3101,,96095.0,0.0,,,,1.0,,,1969.0,,,99000.0,396000.0,2015,297000.0,4964.27,,,6.03770300131e+13
3796,11474790,,,,2.0,2.0,,4.0,2.0,,,1028.0,1028.0,,,,,6037,,2.0,,,,7.0,33983000,-118383000,83329.0,,,,,,010E,266,CCR3*,60377030.012,51617.0,3101,,96095.0,0.0,,,,1.0,,,1971.0,,,95302.0,324299.0,2015,228997.0,3954.09,,,6.0377030012e+13
3797,11475059,,,,3.0,2.0,,4.0,3.0,,,1214.0,1214.0,,,,,6037,,3.0,,,,2.0,33979966,-118385387,495261.0,,,,,,010C,266,CCR3*,60377030.011,51617.0,3101,762186.0,96095.0,0.0,,,,1.0,,,1970.0,,,89875.0,148845.0,2015,58970.0,2017.57,,,6.0377030011e+13
3798,11475159,,,,2.0,2.0,,4.0,2.0,,,1110.0,1110.0,,,,,6037,,2.0,,,,7.0,33980000,-118386000,495261.0,,,,,,010C,266,CCR3*,60377030.011,51617.0,3101,,96095.0,0.0,,,,1.0,,,1970.0,,,46284.0,68088.0,2015,21804.0,1106.59,,,6.0377030011e+13
3799,11475382,,,,2.0,2.0,,4.0,2.0,,,972.0,972.0,,,,,6037,,2.0,,,,7.0,33980000,-118386000,495261.0,,,,,,010C,266,CCR3*,60377030.011,51617.0,3101,,96095.0,0.0,,,,1.0,,,1970.0,,,87772.0,372635.0,2015,284863.0,4596.96,Y,15.0,6.0377030011e+13
3800,11475589,1.0,,,1.0,1.0,,4.0,1.0,,,882.0,882.0,,,,,6037,,1.0,,,,2.0,33982900,-118390000,62534.0,1.0,,,,1.0,010E,266,CCR3*,60377030.012,51617.0,3101,,96095.0,0.0,,,,1.0,,,1970.0,,,80770.0,100956.0,2015,20186.0,1441.57,,,6.0377030012e+13
3801,11476413,,,,1.0,2.0,,7.0,1.0,,,1480.0,1480.0,,,,,6037,,1.0,,,,7.0,33924627,-118418834,8064.0,,,,,,0100,261,ESR2YY,60376201.012,55753.0,3101,,96103.0,0.0,,,,1.0,,,1932.0,,,150148.0,750744.0,2015,600596.0,8486.24,,,6.0376201012e+13
3802,11476793,,,,2.0,2.0,,7.0,2.0,,,1320.0,,,1320.0,,,6037,,2.0,,,,,33920684,-118420555,7155.0,,,,,,0200,246,ESR1*,60376201.023,55753.0,3101,,96103.0,0.0,,,,2.0,,,1926.0,,,184429.0,594273.0,2015,409844.0,1359.21,,,6.0376201023e+13
3803,11477240,,,,2.0,2.0,,4.0,2.0,,,1848.0,1848.0,,,,,6037,,2.0,,,,7.0,33905030,-118419090,2530.0,,,,,,010C,266,MNRH,60376202.011,19177.0,3101,,96117.0,0.0,,,,1.0,,,1969.0,,,120504.0,482026.0,2015,361522.0,5594.42,,,6.0376202011e+13
3804,11477263,,,,3.0,5.0,,4.0,3.0,,,2781.0,,,2781.0,,,6037,,3.0,,,,,33903720,-118420121,3504.0,,,,,,0300,247,MNRH,60376202.011,19177.0,3101,,96117.0,0.0,,,,3.0,,,1959.0,,,171489.0,620034.0,2015,448545.0,7366.2,,,6.0376202011e+13
3805,11477516,,,,4.0,4.0,,7.0,4.0,,,3553.0,,,3553.0,,,6037,,4.0,,,,,33901610,-118419089,3496.0,,,,,,0400,248,MNRH,60376202.012,19177.0,3101,,96117.0,0.0,,,,4.0,,,1938.0,,,172082.0,1720862.0,2015,1548780.0,19752.85,,,6.0376202012e+13
3806,11478416,,,,3.0,4.0,,4.0,3.0,,,1972.0,1972.0,,,,,6037,,3.0,,,,2.0,33896242,-118385258,2692.0,,,,,,010D,269,MNRPD,60376204.001,19177.0,3101,,96117.0,0.0,,,,1.0,,,1987.0,,,225058.0,774256.0,2015,549198.0,8861.74,,,6.0376204001e+13
3807,11478531,,,,3.0,3.0,,4.0,3.0,,,1970.0,1970.0,,,,,6037,,3.0,,,,2.0,33897718,-118388064,4117.0,,,,,,010D,269,MNRPD,60376204.001,19177.0,3101,,96117.0,0.0,,,,1.0,,,1987.0,,,291000.0,1350000.0,2015,1059000.0,15186.96,,,6.0376204001e+13
3808,11478874,,,,1.0,2.0,,7.0,1.0,,,1393.0,1393.0,,,,,6037,,1.0,,,,7.0,33930109,-118402289,6296.0,,,,,,0100,261,ESR1YY,60376200.011,55753.0,3101,,96103.0,0.0,,,,1.0,,,1949.0,,,90014.0,450092.0,2015,360078.0,5100.87,,,6.0376200011e+13
3809,11479287,,,,2.0,2.0,,7.0,2.0,,,1547.0,1547.0,,,,,6037,,2.0,,,,7.0,33924505,-118400870,8390.0,,,,,,0100,261,ESR1YY,60376200.012,55753.0,3101,,96103.0,0.0,,,,1.0,,,1952.0,,,27314.0,88896.0,2015,61582.0,1064.15,,,6.0376200012e+13
3810,11479508,,,,3.0,3.0,,4.0,3.0,,,2122.0,2122.0,,,,,6037,,3.0,,,,20.0,33921980,-118400863,9192.0,,,,,,0100,261,ESR1YY,60376200.022,55753.0,3101,,96103.0,0.0,,,,1.0,,,1948.0,,,146349.0,489146.0,2015,342797.0,5584.12,,,6.0376200022e+13
3811,11479608,,,,3.0,3.0,,4.0,3.0,,,1356.0,1356.0,,,,,6037,,3.0,,,,2.0,33920200,-118402000,170226.0,,,,,,010C,266,ESM1*,60376200.022,55753.0,3101,,96103.0,0.0,,,,1.0,,,1989.0,,,220603.0,601453.0,2015,380850.0,6777.86,,,6.0376200022e+13
3812,11479768,,,,1.0,3.0,,7.0,1.0,,,1394.0,1394.0,,,,,6037,,1.0,,,,7.0,33927531,-118375825,6884.0,,,,,,0100,261,LCR1YY,60376022.002,45888.0,3101,,96136.0,0.0,,,,1.0,,,1951.0,,,30366.0,58701.0,2015,28335.0,1210.87,,,6.0376022002e+13
3813,11480067,,,,2.0,3.0,,7.0,2.0,,,1386.0,1386.0,,,,,6037,,2.0,,,,7.0,33928826,-118365076,6969.0,,,,,,0100,261,HAR1,60376022.001,42150.0,3101,,96026.0,0.0,,,,1.0,,,1942.0,,,128660.0,321524.0,2015,192864.0,4417.54,,,6.0376022001e+13
3814,11480243,,,,1.0,2.0,,7.0,1.0,,,822.0,822.0,,,,,6037,,1.0,,,,7.0,33925734,-118363382,6170.0,,,,,,0100,261,HAR3YY,60376022.005,42150.0,3101,,96107.0,0.0,,,,1.0,,,1947.0,,,7928.0,43609.0,2015,35681.0,948.18,,,6.0376022005e+13
3815,11480296,,,,3.0,4.0,,7.0,3.0,,,1659.0,,,1659.0,,,6037,,3.0,,,,,33927026,-118362980,9245.0,,,,,,0200,246,HAR3YY,60376022.005,42150.0,3101,,96107.0,0.0,,,,2.0,,,1952.0,,,120186.0,350107.0,2015,229921.0,8650.06,,,6.0376022005e+13
3816,11480701,,,,1.0,2.0,,7.0,1.0,,,808.0,808.0,,,,,6037,,1.0,,,,7.0,33918361,-118366376,6672.0,,,,,,0100,261,LCR1YY,60376022.003,42150.0,3101,,96107.0,0.0,,,,1.0,,,1944.0,,,64003.0,181757.0,2015,117754.0,2693.78,,,6.0376022003e+13
3817,11480816,,,,1.0,3.0,,7.0,1.0,,,1114.0,1114.0,,,,,6037,,1.0,,,,7.0,33920616,-118364568,5217.0,,,,,,0100,261,HAR1YY,60376021.063,42150.0,3101,763527.0,96107.0,0.0,,,,1.0,,,1947.0,,,55834.0,209397.0,2015,153563.0,2887.56,,,6.0376021063e+13
3818,11481039,,,,2.0,4.0,,7.0,2.0,,,1322.0,1322.0,,,,,6037,,2.0,,,,7.0,33922076,-118376756,5071.0,,,,,,0100,261,LCR1YY,60376022.004,42150.0,3101,,96107.0,0.0,,,,1.0,,,1950.0,,,235400.0,638000.0,2015,402600.0,8252.75,,,6.0376022004e+13
3819,11481139,,,,2.0,3.0,,7.0,2.0,,,1691.0,1691.0,,,,,6037,,2.0,,,,7.0,33923397,-118371994,5016.0,,,,,,0100,261,LCR1YY,60376022.004,42150.0,3101,,96107.0,0.0,,,,1.0,,,1949.0,,,116914.0,366044.0,2015,249130.0,5040.9,,,6.0376022004e+13
3820,11481154,,,,2.0,3.0,,7.0,2.0,,,1648.0,1648.0,,,,,6037,,2.0,,,,7.0,33921193,-118370053,5007.0,,,,,,0100,261,LCR1YY,60376022.004,42150.0,3101,,96107.0,0.0,,,,1.0,,,1950.0,,,271000.0,677500.0,2015,406500.0,8783.58,,,6.0376022004e+13
3821,11481668,1.0,,,4.0,4.0,,7.0,4.0,,,2421.0,2421.0,,,,,6037,,4.0,,,,2.0,33914890,-118364712,5283.0,,,,,,0100,261,LCR1YY,60376023.011,42150.0,3101,,96107.0,0.0,,,,1.0,,,1944.0,,,205142.0,373805.0,2015,168663.0,5089.3,,,6.0376023011e+13
3822,11481814,,,,1.0,2.0,,7.0,1.0,,,794.0,794.0,,,,,6037,,1.0,,,,7.0,33913532,-118361285,5284.0,,,,,,0100,261,LCR1YY,60376023.011,42150.0,3101,224568.0,96107.0,0.0,,,,1.0,,,1944.0,,,21299.0,249863.0,2015,228564.0,3581.19,,,6.0376023011e+13
3823,11481837,,,,1.0,2.0,,7.0,1.0,,,794.0,794.0,,,,,6037,,1.0,,,,7.0,33913170,-118360889,5283.0,,,,,,0100,261,LCR1YY,60376023.011,42150.0,3101,,96107.0,0.0,,,,1.0,,,1944.0,,,17314.0,43401.0,2015,26087.0,852.22,,,6.0376023011e+13
3824,11481960,,,,2.0,2.0,,7.0,2.0,,,1298.0,1298.0,,,,,6037,,2.0,,,,7.0,33912665,-118363394,5303.0,,,,,,0100,261,LCR1YY,60376023.011,42150.0,3101,,96107.0,0.0,,,,1.0,,,1947.0,,,200000.0,498000.0,2015,298000.0,6477.13,,,6.0376023011e+13
3825,11482006,,,,2.0,3.0,,7.0,2.0,,,1319.0,1319.0,,,,,6037,,2.0,,,,7.0,33912304,-118362735,5283.0,,,,,,0100,261,LCR1**,60376023.011,42150.0,3101,,96107.0,0.0,,,,1.0,,,1947.0,,,86436.0,167900.0,2015,81464.0,2405.24,,,6.0376023011e+13
